Year,Urban (%),GDP per capita (int.-$) ($),Population
1800.0,30.783799999999996,2067.8,3280000.0
1801.0,30.783799999999996,2067.8,3280000.0
1802.0,30.783799999999996,2067.8,3280000.0
1803.0,30.783799999999996,2067.8,3280000.0
1804.0,30.783799999999996,2067.8,3280000.0
1805.0,30.783799999999996,2067.8,3280000.0
1806.0,30.783799999999996,2067.8,3280000.0
1807.0,30.783799999999996,2067.8,3280000.0
1808.0,30.783799999999996,2067.8,3280000.0
1809.0,30.783799999999996,2067.8,3280000.0
1810.0,30.783799999999996,2067.8,3280000.0
1811.0,30.783799999999996,2828.0,3280779.0
1812.0,44.3486,2991.2,3282342.0
1813.0,47.37499999999999,4007.0,3284692.0
1814.0,51.72180000000001,7730.4,3287834.0
1815.0,56.528000000000006,7700.0,3291770.0
1816.0,39.3142,5332.8,3296506.0
1817.0,53.1754,24809.0,3302044.0
1818.0,53.8534,3852.0,3308390.0
1819.0,36.1968,1525.2,3315547.0
1820.0,67.4182,7707.2,3323519.0
1821.0,55.30800000000001,8027.8,3332311.0
1822.0,45.6592,6145.6,3341926.0
1823.0,48.8618,21388.4,3352368.0
1824.0,49.825599999999994,1673.2,3363642.0
1825.0,47.963,2832.0,3375751.0
1826.0,29.4942,3436.8,3388701.0
1827.0,56.032,3670.6,3402494.0
1828.0,27.3368,5747.6,3417136.0
1829.0,39.226800000000004,3354.4,3432630.0
1830.0,43.58540000000001,3322.0,3448982.0
1831.0,41.43579999999999,3535.6,3466194.0
1832.0,31.333999999999996,9947.8,3483492.0
1833.0,50.2996,4065.8,3500877.0
1834.0,46.7228,6671.2,3518348.0
1835.0,44.37660000000001,3687.2,3535906.0
1836.0,50.6788,7631.2,3553552.0
1837.0,18.9258,3326.0,3571286.0
1838.0,28.963,1942.6,3589109.0
1839.0,39.20819999999999,3015.4,3607021.0
1840.0,57.513400000000004,5172.8,3625022.0
1841.0,26.924,5163.6,3643112.0
1842.0,39.8868,3597.4,3661294.0
1843.0,30.552599999999995,2219.0,3679565.0
1844.0,51.52479999999999,3890.0,3697928.0
1845.0,42.1078,6006.4,3716383.0
1846.0,35.1846,3605.6,3734930.0
1847.0,41.89040000000001,5256.0,3753569.0
1848.0,42.40560000000001,1474.2,3772301.0
1849.0,31.440200000000004,2954.4,3791127.0
1850.0,33.4486,3224.8,3810047.0
1851.0,35.068999961853024,1828.4,3826140.0
1852.0,38.95960000000001,11991.4,3842299.0
1853.0,63.5592,13949.6,3858524.0
1854.0,55.95880000000001,9397.6,3874815.0
1855.0,42.72840000000001,2210.0,3891173.0
1856.0,45.26219999999999,16233.8,3907598.0
1857.0,26.825200000000002,2313.8,3924089.0
1858.0,22.343400000000003,1796.8,3940648.0
1859.0,39.9572,2525.6,3957274.0
1860.0,61.44500000000001,7130.2,3973968.0
1861.0,52.205999999999996,4654.0,3991172.0
1862.0,47.8932,7328.2,4008889.0
1863.0,47.5466,13254.2,4027125.0
1864.0,38.486399999999996,7615.8,4045883.0
1865.0,30.9318,3827.8,4065170.0
1866.0,37.819599999999994,7037.8,4084989.0
1867.0,66.1802,12308.6,4105346.0
1868.0,56.757600000000004,13553.8,4126245.0
1869.0,35.444399999999995,4710.6,4147692.0
1870.0,52.9174,7839.2,4169690.0
1871.0,47.5136,5536.6,4192245.0
1872.0,47.37779999999999,5161.4,4215362.0
1873.0,43.605399999999996,2911.6,4236341.0
1874.0,24.672800000000002,2324.2,4260730.0
1875.0,42.138799999999996,4273.4,4285744.0
1876.0,46.112,6323.6,4311388.0
1877.0,33.2664,1678.6,4336107.0
1878.0,39.528000000000006,8010.2,4363439.0
1879.0,48.6352,9137.2,4391478.0
1880.0,54.0988,16470.8,4419695.0
1881.0,60.04639999999999,12805.6,4447479.0
1882.0,42.077000000000005,10445.8,4476050.0
1883.0,21.330000000000002,1526.8,4504802.0
1884.0,34.764000305175784,4551.2,4533190.0
1885.0,41.56079999999999,2416.8,4562304.0
1886.0,53.2272,12456.8,4591602.0
1887.0,22.690999999999995,5920.0,4620608.0
1888.0,56.0274,12044.8,4650274.0
1889.0,40.5402,3746.8,4680128.0
1890.0,28.916000000000004,1750.6,4710171.0
1891.0,41.4482,4880.6,4740404.0
1892.0,59.30139999999999,26270.2,4770828.0
1893.0,32.0812,2363.8,4801444.0
1894.0,36.3916,7897.2,4832253.0
1895.0,41.4788,5302.8,4863258.0
1896.0,44.2412,5347.6,4894458.0
1897.0,57.022400000000005,6755.4,4925855.0
1898.0,37.5158,4206.0,4957450.0
1899.0,60.51700000000001,5651.6,4989245.0
1900.0,51.974599999999995,11167.6,5021241.0
1901.0,41.732,4187.2,5053439.0
1902.0,40.2918,10829.8,5085403.0
1903.0,68.1926,23248.0,5118005.0
1904.0,32.83240000000001,7212.6,5150814.0
1905.0,22.226200000000002,2148.2,5183829.0
1906.0,50.681799999999996,5938.4,5217053.0
1907.0,43.6724,8112.2,5249854.0
1908.0,52.0904,5480.6,5283495.0
1909.0,39.1914,10194.6,5317347.0
1910.0,54.5894,5355.2,5351413.0
1911.0,49.0118,11336.0,5385509.0
1912.0,47.45799999999999,14861.8,5420004.0
1913.0,38.0112,6293.0,5459010.0
1914.0,29.333999999999996,9613.0,5502589.0
1915.0,37.6268,10915.8,5550805.0
1916.0,32.57860000000001,7397.8,5599440.0
1917.0,37.166799999999995,7011.4,5648497.0
1918.0,54.133399999999995,3866.6,5704092.0
1919.0,36.715199999999996,2897.4,5758692.0
1920.0,31.801800000000004,4870.0,5813814.0
1921.0,43.995799999999996,7973.8,5869464.0
1922.0,54.1708,9076.2,5925647.0
1923.0,23.7208,2531.6,5982368.0
1924.0,21.2622,5682.2,6039631.0
1925.0,37.459799999999994,5504.0,6097443.0
1926.0,43.712,7514.8,6155808.0
1927.0,44.772800000000004,4574.2,6214731.0
1928.0,21.8264,1398.6,6274219.0
1929.0,56.9822,12760.2,6334276.0
1930.0,55.46040000000001,11773.0,6394908.0
1931.0,31.203200000000002,4142.8,6456120.0
1932.0,45.9778,9496.8,6517918.0
1933.0,33.5744,2216.8,6580308.0
1934.0,24.942,5182.0,6643295.0
1935.0,38.206599999999995,2362.4,6706885.0
1936.0,37.344800000000006,12280.8,6771083.0
1937.0,51.151799999999994,13205.4,6835896.0
1938.0,25.132600000000004,1341.6,6901330.0
1939.0,42.2524,11377.6,6967389.0
1940.0,43.5676,3961.2,7034081.0
1941.0,48.4918,12867.8,7101412.0
1942.0,44.5894,4885.6,7169387.0
1943.0,29.397000000000002,4108.4,7238012.0
1944.0,45.495999999999995,5458.4,7307295.0
1945.0,39.7726,6426.2,7377241.0
1946.0,30.420200000000005,2408.6,7447856.0
1947.0,37.8852,4623.6,7519147.0
1948.0,48.471,5183.4,7591120.0
1949.0,43.9604,4442.6,7663783.0
1950.0,6.0,2392.0,7752000.0
1951.0,6.208,2422.0,7840000.0
1952.0,6.422,2462.0,7936000.0
1953.0,6.643,2568.0,8040000.0
1954.0,6.872,2576.0,8151000.0
1955.0,7.107,2579.0,8271000.0
1956.0,7.351,2644.0,8399000.0
1957.0,7.601,2593.0,8535000.0
1958.0,7.86,2684.0,8680000.0
1959.0,8.126,2705.0,8834000.0
1960.0,8.401,2744.0,8997000.0
1961.0,8.684,2708.0,9169000.0
1962.0,8.976,2695.0,9351000.0
1963.0,9.276,2683.0,9543000.0
1964.0,9.586,2673.0,9745000.0
1965.0,9.904,2670.0,9956000.0
1966.0,10.233,2633.0,10175000.0
1967.0,10.57,2642.0,10400000.0
1968.0,10.918,2670.0,10637000.0
1969.0,11.275,2646.0,10894000.0
1970.0,11.643,2632.0,11174000.0
1971.0,12.021,2560.0,11475000.0
1972.0,12.41,2086.0,11791000.0
1973.0,12.809,2091.0,12109000.0
1974.0,13.219,2149.0,12413000.0
1975.0,13.641,2225.0,12689000.0
1976.0,14.074,2286.0,12943000.0
1977.0,14.517,2116.0,13171000.0
1978.0,14.973,2215.0,13341000.0
1979.0,15.442,2118.0,13411000.0
1980.0,15.995,2108.0,13357000.0
1981.0,16.562,2369.0,13172000.0
1982.0,17.147,2628.0,12883000.0
1983.0,17.747,2789.0,12538000.0
1984.0,18.365,2766.0,12204000.0
1985.0,18.997,2700.0,11938000.0
1986.0,19.647,2779.0,11736000.0
1987.0,20.314,2507.0,11605000.0
1988.0,20.998,2280.0,11618000.0
1989.0,21.088,2067.0,11869000.0
1990.0,21.177,1992.0,12412000.0
1991.0,21.266,1761.0,13299000.0
1992.0,21.355,1629.0,14486000.0
1993.0,21.444,1080.0,15817000.0
1994.0,21.534,772.0,17076000.0
1995.0,21.624,1101.0,18111000.0
1996.0,21.714,1008.0,18853000.0
1997.0,21.805,926.0,19357000.0
1998.0,21.895,856.0,19738000.0
1999.0,21.986,787.0,20171000.0
2000.0,22.078,735.0,20780000.0
2001.0,22.169,692.0,21607000.0
2002.0,22.261,1088.0,22601000.0
2003.0,22.353,1112.0,23681000.0
2004.0,22.5,1107.0,24727000.0
2005.0,22.703,1187.0,25654000.0
2006.0,22.907,1257.0,26433000.0
2007.0,23.113,1447.0,27101000.0
2008.0,23.32,1464.0,27722000.0
2009.0,23.528,1669.0,28395000.0
2010.0,23.737,1685.0,29186000.0
2011.0,23.948,1792.0,30117000.0
2012.0,24.16,1945.0,31161000.0
1800.0,62.4954,6102.0,410445.0
1801.0,40.830200000000005,6343.2,411734.0
1802.0,43.741200000000006,15025.6,413026.0
1803.0,40.9876,14915.2,414323.0
1804.0,42.5736,19420.6,415624.0
1805.0,28.0048,8270.6,416929.0
1806.0,30.364400000000007,8350.8,418237.0
1807.0,36.463800000000006,13129.4,419550.0
1808.0,49.2606,11828.4,420868.0
1809.0,48.07260000000001,12777.2,422189.0
1810.0,27.1176,11954.6,423591.0
1811.0,40.1164,12350.8,424949.0
1812.0,50.0152,12727.0,426340.0
1813.0,31.375399999999996,12911.2,427763.0
1814.0,30.0406,13825.2,429220.0
1815.0,28.506,15681.8,430711.0
1816.0,35.243399999999994,4656.8,432235.0
1817.0,35.243399999999994,4600.8,433792.0
1818.0,29.043799999999997,14449.2,435384.0
1819.0,41.667199999999994,14775.6,437010.0
1820.0,31.070999999999998,13525.0,438671.0
1821.0,38.0056,13973.4,440367.0
1822.0,47.773199999999996,3536.0,442097.0
1823.0,51.6178,19521.2,443863.0
1824.0,30.467200000000002,12952.4,445665.0
1825.0,46.7962,12906.8,447502.0
1826.0,53.283,4762.4,449375.0
1827.0,31.788200000000007,13138.2,451285.0
1828.0,50.739200000000004,12888.8,453231.0
1829.0,32.814,2038.6,455214.0
1830.0,34.6718,12413.2,457234.0
1831.0,38.3246,12919.8,459291.0
1832.0,42.5698,7229.4,461357.0
1833.0,30.0884,2806.6,463433.0
1834.0,55.925200000000004,15242.8,465518.0
1835.0,49.0474,13130.6,467613.0
1836.0,21.305200000000003,2558.0,469716.0
1837.0,34.431,2556.4,471830.0
1838.0,39.3128,14578.4,473953.0
1839.0,42.9776,9133.6,476085.0
1840.0,13.537600000000001,3019.0,478227.0
1841.0,43.2764,5951.8,480496.0
1842.0,26.607399999999995,6049.0,482893.0
1843.0,25.8328,12993.4,485419.0
1844.0,31.7286,2968.8,488078.0
1845.0,28.346799999999995,2493.0,490869.0
1846.0,28.342399999999998,3789.6,493796.0
1847.0,49.0946,13492.0,496859.0
1848.0,19.9916,8050.2,500062.0
1849.0,35.96939999999999,3306.6,503404.0
1850.0,37.9414,7667.2,506889.0
1851.0,30.363,6385.0,510780.0
1852.0,17.959600000000002,2331.0,514821.0
1853.0,35.351200000000006,14930.6,519014.0
1854.0,63.1828,11388.2,523361.0
1855.0,19.3304,4967.8,527865.0
1856.0,22.5672,3104.2,532526.0
1857.0,25.9668,3572.2,537348.0
1858.0,26.1758,2367.8,542333.0
1859.0,31.964599999999997,4858.6,547483.0
1860.0,35.257999999999996,7763.0,552800.0
1861.0,24.0114,3855.4,558285.0
1862.0,48.263400000000004,5483.8,563821.0
1863.0,37.1296,12024.4,569410.0
1864.0,40.902,3701.0,575051.0
1865.0,31.3878,7641.2,580746.0
1866.0,27.5622,6315.2,586494.0
1867.0,36.836800000000004,15293.2,592297.0
1868.0,27.526400000000002,3128.8,598154.0
1869.0,26.673399999999997,8462.8,604067.0
1870.0,22.684800000000003,658.0,610036.0
1871.0,41.6896,9230.8,616061.0
1872.0,38.0882,5824.0,622143.0
1873.0,21.363400000000002,3758.0,628113.0
1874.0,30.6322,5790.0,634308.0
1875.0,42.797399999999996,15012.4,640561.0
1876.0,20.892600019073488,5469.8,646873.0
1877.0,20.4224,2036.4,653080.0
1878.0,29.401999999999997,3492.6,659507.0
1879.0,44.136199999999995,9047.6,665994.0
1880.0,30.4352,5334.4,672545.0
1881.0,42.0072,5426.8,679004.0
1882.0,36.0816,9104.2,685682.0
1883.0,45.4656,8863.6,692426.0
1884.0,22.2396,2952.4,699096.0
1885.0,27.805,1868.4,705996.0
1886.0,39.321000000000005,7541.4,712988.0
1887.0,31.030399999999997,1729.4,719888.0
1888.0,34.9828,4999.8,727055.0
1889.0,49.35860000000001,7742.0,734321.0
1890.0,31.708999999999996,882.0,741690.0
1891.0,27.025799999999997,14642.8,749160.0
1892.0,30.3094,1274.0,756735.0
1893.0,35.967,5366.6,764415.0
1894.0,30.051399999999994,1472.4,772202.0
1895.0,17.6778,1635.2,780097.0
1896.0,42.398799999999994,2265.4,788036.0
1897.0,28.240000000000002,3179.6,795992.0
1898.0,40.979600000000005,3611.4,803964.0
1899.0,41.3406,1933.4,811950.0
1900.0,26.674799999999998,1011.0,819951.0
1901.0,47.347,4818.2,827966.0
1902.0,41.9456,6193.4,836031.0
1903.0,28.479000000000003,4401.8,844038.0
1904.0,41.867200000000004,2835.4,852043.0
1905.0,40.0154,11114.2,860044.0
1906.0,29.802000000000003,2191.2,868121.0
1907.0,35.757400000000004,3824.6,876112.0
1908.0,24.986200000000004,2009.4,884339.0
1909.0,40.1946,7408.4,892676.0
1910.0,16.6998,1152.0,901124.0
1911.0,37.74419999999999,6492.8,909604.0
1912.0,26.9226,4002.0,918312.0
1913.0,23.07,1197.0,925945.0
1914.0,47.0298,1744.2,932486.0
1915.0,30.3502,4137.8,937916.0
1916.0,39.63,15242.0,943378.0
1917.0,37.383799999999994,3838.4,948871.0
1918.0,37.8882,4089.0,953764.0
1919.0,37.9488,13716.6,958841.0
1920.0,36.184999999999995,3222.4,963958.0
1921.0,34.5084,5201.4,969107.0
1922.0,40.3562,3490.4,974278.0
1923.0,42.826800000000006,5933.4,979450.0
1924.0,22.177,1196.4,984276.0
1925.0,35.031400000000005,10596.6,989448.0
1926.0,39.010999999999996,8014.6,994619.0
1927.0,44.1604,2723.6,1000135.0
1928.0,30.746999999999996,4419.2,1005306.0
1929.0,31.4714,1367.0,1010478.0
1930.0,25.3242,4844.0,1015994.0
1931.0,70.287,22321.6,1021510.0
1932.0,37.638600000000004,7067.4,1027026.0
1933.0,27.369999999999997,3125.4,1032197.0
1934.0,37.6106,7178.8,1037713.0
1935.0,34.48440000000001,3745.8,1043229.0
1936.0,31.3836,4221.6,1052538.0
1937.0,35.2976,7692.2,1063225.0
1938.0,52.7856,13323.2,1082532.0
1939.0,38.313599999999994,5104.4,1102527.0
1940.0,45.1908,7004.8,1123213.0
1941.0,48.662,4936.6,1139416.0
1942.0,40.9528,4557.0,1150104.0
1943.0,44.211,1482.6,1157688.0
1944.0,47.931999999999995,4643.2,1164928.0
1945.0,48.9496,4126.6,1176994.0
1946.0,33.548,6826.4,1195267.0
1947.0,44.220000000000006,5627.6,1213883.0
1948.0,47.3806,6079.4,1232845.0
1949.0,36.9182,4677.6,1246636.0
1950.0,20.528,1478.0,1263000.0
1951.0,21.503,1542.0,1287000.0
1952.0,22.768,1544.0,1316000.0
1953.0,24.082,1607.0,1348000.0
1954.0,25.448,1654.0,1383000.0
1955.0,26.864,1743.0,1420000.0
1956.0,27.884,1761.0,1459000.0
1957.0,28.573,1873.0,1500000.0
1958.0,29.274,1958.0,1543000.0
1959.0,29.984,2038.0,1589000.0
1960.0,30.705,2142.0,1636000.0
1961.0,30.943,2159.0,1686000.0
1962.0,31.015,2231.0,1738000.0
1963.0,31.086,2307.0,1791000.0
1964.0,31.158,2386.0,1844000.0
1965.0,31.23,2473.0,1896000.0
1966.0,31.302,2566.0,1948000.0
1967.0,31.374,2662.0,1999000.0
1968.0,31.446,2759.0,2049000.0
1969.0,31.548,2852.0,2100000.0
1970.0,31.74,2957.0,2151000.0
1971.0,31.933,3064.0,2202000.0
1972.0,32.127,3177.0,2254000.0
1973.0,32.321,3312.0,2306000.0
1974.0,32.516,3347.0,2359000.0
1975.0,32.712,3363.0,2412000.0
1976.0,32.908,3345.0,2465000.0
1977.0,33.105,3380.0,2519000.0
1978.0,33.302,3394.0,2573000.0
1979.0,33.5,3363.0,2628000.0
1980.0,33.762,3501.0,2683000.0
1981.0,34.024,3445.0,2737000.0
1982.0,34.287,3380.0,2790000.0
1983.0,34.552,3484.0,2845000.0
1984.0,34.817,3588.0,2904000.0
1985.0,35.083,3593.0,2970000.0
1986.0,35.35,3583.0,3044000.0
1987.0,35.619,3710.0,3125000.0
1988.0,35.888,3714.0,3201000.0
1989.0,36.158,3687.0,3258000.0
1990.0,36.428,4099.0,3286000.0
1991.0,36.7,3799.0,3280000.0
1992.0,37.249,3520.0,3246000.0
1993.0,37.799,4054.0,3195000.0
1994.0,38.354,4551.0,3147000.0
1995.0,38.911,4685.0,3113000.0
1996.0,39.473,5474.0,3099000.0
1997.0,40.035,4406.0,3100000.0
1998.0,40.601,4355.0,3111000.0
1999.0,41.169,5016.0,3123000.0
2000.0,41.741,5183.0,3129000.0
2001.0,42.435,5409.0,3130000.0
2002.0,43.501,5489.0,3126000.0
2003.0,44.573,5804.0,3118000.0
2004.0,45.651,6094.0,3105000.0
2005.0,46.731,6499.0,3087000.0
2006.0,47.815,7111.0,3063000.0
2007.0,48.902,7673.0,3034000.0
2008.0,49.991,8617.0,3003000.0
2009.0,51.076,9373.0,2973000.0
2010.0,52.163,9324.0,2948000.0
2011.0,53.247,9484.0,2929000.0
2012.0,54.33,10344.0,2914000.0
1800.0,37.9932,17794.8,2503218.0
1801.0,55.718,8057.8,2512195.0
1802.0,44.742599999999996,6638.8,2521203.0
1803.0,52.12480000000001,6209.2,2530245.0
1804.0,49.53919999999999,23072.6,2539318.0
1805.0,36.080600000000004,1843.8,2548424.0
1806.0,50.6154,4626.0,2557563.0
1807.0,45.1234,4572.4,2566734.0
1808.0,42.5882,5437.8,2575939.0
1809.0,28.488800000000005,2340.2,2585176.0
1810.0,55.425599999999996,4539.2,2595056.0
1811.0,62.71919999999999,5506.4,2604775.0
1812.0,40.339600000000004,2988.4,2614945.0
1813.0,47.209999999999994,6711.8,2625571.0
1814.0,23.716199999999997,1592.8,2636656.0
1815.0,50.09459999999999,4232.8,2648205.0
1816.0,35.358,3206.4,2660224.0
1817.0,56.135799999999996,21706.6,2672716.0
1818.0,37.67380000000001,3870.8,2685686.0
1819.0,25.8602,1522.2,2699138.0
1820.0,39.09960000000001,3446.2,2713079.0
1821.0,54.1118,4412.8,2727511.0
1822.0,53.45559999999999,2436.2,2742441.0
1823.0,31.142200000000003,9624.4,2757872.0
1824.0,57.337599999999995,6783.4,2773810.0
1825.0,34.521,2668.6,2790260.0
1826.0,32.401799999999994,2787.0,2807226.0
1827.0,56.4918,5709.6,2824713.0
1828.0,38.306599999999996,4329.2,2842727.0
1829.0,43.117399999999996,2834.6,2861273.0
1830.0,30.690400000000004,4106.6,2880355.0
1831.0,47.983799999999995,5451.6,2899979.0
1832.0,15.478,3733.0,2919737.0
1833.0,49.04039999999999,2814.4,2939629.0
1834.0,35.0892,3896.6,2959657.0
1835.0,38.873599999999996,10159.8,2979821.0
1836.0,32.8728,3028.0,3000123.0
1837.0,45.6442,4022.6,3020562.0
1838.0,52.593399999999995,13119.4,3041142.0
1839.0,29.583199999999998,3813.4,3061861.0
1840.0,53.09599999999999,8402.4,3082721.0
1841.0,32.568000000000005,1467.2,3103724.0
1842.0,44.2362,6218.4,3124870.0
1843.0,46.711,5758.0,3146160.0
1844.0,56.4726,22184.6,3167595.0
1845.0,50.854200000000006,6783.6,3189175.0
1846.0,38.60360000000001,6885.6,3210903.0
1847.0,36.813,2671.0,3232779.0
1848.0,29.6932,1535.4,3254804.0
1849.0,23.9336,1664.4,3276979.0
1850.0,46.857600000000005,6733.0,3299305.0
1851.0,49.5492,5509.6,3322288.0
1852.0,44.0344,4426.0,3345431.0
1853.0,49.8904,5319.6,3368734.0
1854.0,48.5598,5099.8,3392201.0
1855.0,30.7902,7465.2,3415830.0
1856.0,37.821,2118.0,3439624.0
1857.0,34.8298,4110.4,3463583.0
1858.0,25.891,1767.8,3487710.0
1859.0,44.9314,6888.2,3512004.0
1860.0,44.37660000000001,3687.2,3536468.0
1861.0,48.525800000000004,8096.0,3561454.0
1862.0,30.757600000000004,2117.8,3586971.0
1863.0,52.048,10486.8,3613024.0
1864.0,46.50879996185303,3057.4,3639622.0
1865.0,41.0804,6362.2,3666770.0
1866.0,49.6858,6757.6,3694476.0
1867.0,35.7636,5177.4,3722748.0
1868.0,50.4576,11538.8,3751592.0
1869.0,67.79679999999999,13791.4,3781016.0
1870.0,33.4486,3325.4,3811028.0
1871.0,38.9596,11428.2,3841635.0
1872.0,34.267,9047.2,3872845.0
1873.0,48.2678,7244.0,3902099.0
1874.0,33.724000000000004,5217.0,3934634.0
1875.0,55.283,5146.4,3967833.0
1876.0,38.70139999999999,2333.0,4001706.0
1877.0,45.2762,6705.8,4034621.0
1878.0,48.0226,25295.6,4070192.0
1879.0,59.6158,12774.2,4106516.0
1880.0,36.0558,4948.8,4143163.0
1881.0,29.824599999999997,2301.4,4179287.0
1882.0,46.59779999999999,5083.2,4216584.0
1883.0,29.8624,2215.4,4254213.0
1884.0,37.212599999999995,2729.8,4291414.0
1885.0,57.96659999999999,7568.0,4329711.0
1886.0,50.0566,14551.2,4368350.0
1887.0,46.156400000000005,7109.8,4406661.0
1888.0,54.08879999999999,9132.4,4445986.0
1889.0,34.1942,4522.0,4485662.0
1890.0,56.880399999999995,13982.4,4525691.0
1891.0,61.1444,2809.2,4566078.0
1892.0,65.14340000000001,14251.8,4606825.0
1893.0,41.3226,10000.4,4647936.0
1894.0,54.411,10105.4,4689414.0
1895.0,49.7956,7023.0,4731261.0
1896.0,51.4452,26510.2,4773482.0
1897.0,34.8808,2753.6,4816080.0
1898.0,40.9272,2587.8,4859057.0
1899.0,37.265600000000006,3693.4,4902418.0
1900.0,57.008399999999995,22597.2,4946166.0
1901.0,60.51700000000001,5651.6,4990304.0
1902.0,29.551000000000005,2916.6,5034196.0
1903.0,41.89640000000001,5645.4,5079119.0
1904.0,68.09360000000001,13287.4,5124443.0
1905.0,40.41120000000001,9132.6,5170172.0
1906.0,65.21360000000001,3397.2,5216308.0
1907.0,60.906600000000005,20561.2,5261920.0
1908.0,22.9702,4199.4,5308875.0
1909.0,57.0452,13181.4,5356248.0
1910.0,47.955000000000005,13733.8,5404045.0
1911.0,37.969,9837.2,5451990.0
1912.0,29.4858,9613.0,5500641.0
1913.0,54.7346,14398.6,5556904.0
1914.0,33.0992,6864.2,5620940.0
1915.0,40.8716,8169.4,5692913.0
1916.0,41.6972,2403.0,5765808.0
1917.0,35.0248,5707.8,5839635.0
1918.0,28.889399999999995,3963.2,5913223.0
1919.0,39.3244,2166.0,5988038.0
1920.0,47.4442,8469.2,6063800.0
1921.0,35.7428,2287.0,6140520.0
1922.0,34.137,3144.6,6218211.0
1923.0,68.56179999999999,14050.2,6296885.0
1924.0,17.3804,1818.8,6376554.0
1925.0,31.203200000000002,4142.8,6457232.0
1926.0,26.807,3669.2,6538930.0
1927.0,27.207600000000003,3139.6,6621661.0
1928.0,38.206599999999995,2362.4,6705440.0
1929.0,32.013799999999996,9236.4,6790278.0
1930.0,54.251,10841.8,6876190.0
1931.0,41.867,9974.8,6963188.0
1932.0,46.050200000000004,18326.6,7051288.0
1933.0,35.7898,10723.6,7140502.0
1934.0,43.0098,4241.2,7230845.0
1935.0,41.699,13096.0,7322331.0
1936.0,31.821800000000003,8317.4,7414974.0
1937.0,28.051799999999997,3626.4,7508790.0
1938.0,50.8258,11616.0,7603792.0
1939.0,31.512400000000003,2661.4,7699997.0
1940.0,50.5192,9337.6,7797418.0
1941.0,41.52539999999999,8124.4,7896073.0
1942.0,44.8694,4370.4,7995975.0
1943.0,66.5302,14889.0,8097142.0
1944.0,46.0572,7453.6,8199588.0
1945.0,44.619168031311034,6591.8,8303331.0
1946.0,50.273399999999995,11886.6,8408386.0
1947.0,42.9616,8929.8,8514770.0
1948.0,48.2094,7750.4,8622500.0
1949.0,35.269400000000005,3111.2,8731594.0
1950.0,22.213,14247.6,8872000.0
1951.0,22.965,3823.0,9023000.0
1952.0,23.736,5232.4,9186000.0
1953.0,24.522,7460.4,9364000.0
1954.0,25.327,6790.6,9560000.0
1955.0,26.149,7325.0,9774000.0
1956.0,26.989,10334.0,10006000.0
1957.0,27.844,16563.8,10254000.0
1958.0,28.716,8232.8,10514000.0
1959.0,29.605,13318.2,10783000.0
1960.0,30.51,2443.8,11058000.0
1961.0,31.797,1699.0,11336000.0
1962.0,33.214,1168.4,11620000.0
1963.0,34.662,2424.8,11913000.0
1964.0,36.141,8509.2,12222000.0
1965.0,37.643,3961.4,12551000.0
1966.0,38.84,2687.6,12903000.0
1967.0,39.004,7164.0,13275000.0
1968.0,39.169,6684.0,13664000.0
1969.0,39.334,9025.6,14062000.0
1970.0,39.5,6334.0,14465000.0
1971.0,39.665,5984.0,14872000.0
1972.0,39.831,6615.0,15286000.0
1973.0,39.997,6993.0,15710000.0
1974.0,40.163,8977.0,16149000.0
1975.0,40.33,9525.0,16608000.0
1976.0,40.497,9227.0,17086000.0
1977.0,40.928,9969.0,17583000.0
1978.0,41.794,10922.0,18102000.0
1979.0,42.665,11511.0,18648000.0
1980.0,43.542,11630.0,19222000.0
1981.0,44.42,12258.0,19824000.0
1982.0,45.303,12243.0,20453000.0
1983.0,46.189,12299.0,21102000.0
1984.0,47.079,12283.0,21764000.0
1985.0,47.968,12809.0,22432000.0
1986.0,48.86,10761.0,23102000.0
1987.0,49.722,9717.0,23774000.0
1988.0,50.511,8437.0,24443000.0
1989.0,51.298,8381.0,25106000.0
1990.0,52.085,8312.0,25759000.0
1991.0,52.871,7692.0,26400000.0
1992.0,53.657,7893.0,27028000.0
1993.0,54.439,7171.0,27636000.0
1994.0,55.219,6966.0,28214000.0
1995.0,55.997,7079.0,28758000.0
1996.0,56.774,7215.0,29266000.0
1997.0,57.544,6897.0,29743000.0
1998.0,58.313,7114.0,30193000.0
1999.0,59.118,7359.0,30623000.0
2000.0,59.919,8255.0,31042000.0
2001.0,60.712,8153.0,31452000.0
2002.0,61.501,8462.0,31855000.0
2003.0,62.284,9071.0,32264000.0
2004.0,63.061,9516.0,32692000.0
1926.0,12.037,4382.4,5172.0
2005.0,63.83,10795.0,33150000.0
2006.0,64.593,11585.0,33641000.0
2007.0,65.348,11751.0,34167000.0
2008.0,66.097,12270.0,34731000.0
2009.0,66.826,11172.0,35334000.0
2010.0,67.54,12510.0,35977000.0
2011.0,68.236,13204.0,36661000.0
2012.0,68.915,13242.0,37384000.0
1800.0,100.0,4382.4,2654.0
1801.0,100.0,4382.4,2654.0
1802.0,100.0,4382.4,2654.0
1803.0,100.0,4382.4,2654.0
1804.0,100.0,4382.4,2654.0
1805.0,100.0,4382.4,2654.0
1806.0,100.0,4382.4,2654.0
1807.0,100.0,4382.4,2654.0
1808.0,100.0,4382.4,2654.0
1809.0,100.0,4382.4,2654.0
1810.0,100.0,4382.4,2654.0
1811.0,100.0,4382.4,2655.0
1812.0,100.0,4382.4,2656.0
